Job Title,Job Description,Salary,Applying Link,Company,Location
Admission Counselor- Meerut,"Job Title: Admission Counselor Location: Meerut, Uttar Pradesh Company: SkillCircle About SkillCircle: SkillCircle is a leading education company specializing in Digital Marketing and Data Science courses. We empower students and professionals with industry-relevant skills to boost their careers in the digital era. Key Responsibilities: * Convert inquiries into enrollments by effectively counseling students on Digital Marketing & Data Science courses. * Follow up with leads via calls, WhatsApp,…",Not specified,https://www.adzuna.in/land/ad/5795082840?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=0E39F7AB518C2D6BBAC69426B3DD36EE506D0099,SkillCircle™,"Meerut, Uttar Pradesh"
Brand and Communications Specialist,"Position: Brand and Communications Specialist Reporting to: Head – Strategic Marketing and Business Development Location: Bengaluru Role Overview As a Brand and Communications Specialist within ZEISS India’s Marketing function, you will play a pivotal role in planning, executing, and monitoring brand, product, and digital marketing campaigns. Your responsibilities will span the entire campaign lifecycle, from understanding objectives to delivering impactful outcomes while continuously improving…",Not specified,https://www.adzuna.in/land/ad/5774752593?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=DC4DD41CB9A67429A1488B78F6349532F7480042,ZEISS India,"Bangalore, Karnataka"
Assistant Manager - Marketing Communications,"About Godrej Industries Group (GIG) At the Godrej Industries Group, we are privileged to serve over 1.1 billion consumers globally through our businesses with market leadership positions in the consumer products, real estate, agriculture, financial services, and chemicals industries. https://www.godrejindustries.com/ About Godrej Industries Limited (Chemicals) Godrej Industries Limited (Chemicals Division) is one of the oldest businesses of the Godrej Industries Group with a rich legacy and a p…",Not specified,https://www.adzuna.in/land/ad/5769277894?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=16A49D73C86BC038E6EC696D63B2B42933FBC111,Godrej Industries Limited ,"Mumbai, Maharashtra"
Account Director - Growth & New Business [Creative & Digital Agency],"Experience required: Experience in business development, pitching & presentation design for an agency is a must. Understanding of a P&L and budgeting is a bonus. Minimum 5 years at a digital marketing agency, in client servicing & digital brand management (website/social media/production/UI/UX/branding/strategy). Role title: Account Director - Growth & New Business [Creative & Digital Agency] Position: Full-time, hybrid (Lower Parel, Mumbai) Apply if you are: A successful client servicing team …",Not specified,https://www.adzuna.in/land/ad/5783570066?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=9DB17DE04489F78B3E3ACD5B9AAF171BBE5E184A,Paper Plane Tales,"Mumbai, Maharashtra"
Graphic Designer,"The Graphic Designer will be responsible for creating visually compelling creatives, campaign designs, social media posts, and branding materials aligned with digital marketing goals. Education Qualification: Bachelor’s degree in one of the following: Graphic Design Visual Communication Multimedia Design Fine Arts Digital Media Marketing or Advertising (with strong design portfolio) Experience Required: Minimum 5 years of experience in: Designing visuals for social media platforms",Not specified,https://www.adzuna.in/land/ad/5795466982?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=93F60C656587D349B763E1C050948E2948D193ED,AGL - Hakuhodo,"Andhra Pradesh, India"
Video Editor,"About Accurate Digital For over 3 years, Accurate Digital has delivered creative solutions in branding, design, motion graphics, events, advertising, and digital marketing. We help businesses build impactful brands through creativity, strategy, and technology. Role We are looking for a full-time, on-site Video Editor in Ahmedabad. You will edit videos, create motion graphics, enhance visuals and audio, and produce engaging content for digital campaigns, events, and social media while maintainin…",Not specified,https://www.adzuna.in/land/ad/5795468973?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=449CBC2306C2A1119E157133E3CEA96BD0C001FE,Accurate Digital,"Ahmedabad, Gujarat"
Junior Copywriter,"Job Type: Full-time (On-site) Experience: 1–2 Years Location: Chennai Salary: ₹15,000 – ₹25,000 per month Company Description The Creative Studio – Digital Marketing Agency focuses on helping brands grow across online and offline channels through tailored creative and marketing solutions. The agency collaborates closely with clients to understand their goals and build strong, engaging brand identities. Team members are encouraged to contribute fresh ideas and innovative approaches to campaigns.…",Not specified,https://www.adzuna.in/land/ad/5789116604?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=5729AF239BB007DBFE9F9E00B2E4586149AC9723,The Creative Studio - Digital Marketing Agency,"Chennai, Tamil Nadu"
Graphic Designer,"Job Title: Social Media / Graphic Designer with Video Editing Experience Experience: 2–3 Years Location: Mumbai Employment Type : Full-time (On-site) About MOI Media MOI Media is a fast-growing influencer and digital marketing agency that partners with leading brands to create impactful social media campaigns. We are looking for a creative and detail-oriented Social Media Designer who understands digital-first content and can bring fresh, engaging ideas to life. Key Responsibilities * Design cr…",Not specified,https://www.adzuna.in/land/ad/5796864510?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=9568CA0B8ED4019275A75D73C3012A5477DEDD36,MOI MEDIA,India
Advertising Sales Intern,"Advertising Sales Intern Location: Chennai (Onsite) Job Type: Internship (Full-Time) Company Description Eskimo Advertising Factory, established in 2007 and based in Chennai, is a creative agency specializing in Ad Films, Corporate Films, Branding, and Digital Marketing services. The team focuses on delivering innovative and practical solutions that enhance clients’ brand presence. With a “Need of the Hour” approach, the agency ensures projects are completed within time and budget constraints, …",Not specified,https://www.adzuna.in/land/ad/5795947999?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=0C805064FF4D3B904A59748F6CCA01BB4DB641DF,Eskimo Advertising Factory,"Chennai, Tamil Nadu"
Copywriter,"Job Description - VelivoHR is looking for Senior Copywriter for one of the client from digital marketing industry based out of Mumbai. Location : Mumbai Responsibilities: • Interpret briefs and come up with creative solutions. • Draw campaign plans and content buckets for social media • Write crisp copy for Social Media, Emailers, Websites, etc. • Ideate on Digital Activation and come up with campaign ideas • Brainstorm for visual and copy ideas with other members of the creative team • Ability…",Not specified,https://www.adzuna.in/land/ad/5796864507?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=D7412FF84B644140094CCCCB247F18021047C599,VelivoHR,"Mumbai, Maharashtra"
Content Creator Intern (Social Media),"Content Creator Intern (Social Media) Location: Noida, Uttar Pradesh (On-site) Company: Medantrik Medtech Pvt. Ltd. Stipend: Up to ₹20,000/month (based on skills and performance) About Us Medantrik Medtech Pvt. Ltd. is a healthcare technology startup developing innovative medical devices and digital healthcare solutions. We are looking for a creative and passionate Content Creator Intern to manage our digital presence and help build a strong online brand through engaging and impactful content. …",Not specified,https://www.adzuna.in/land/ad/5795947820?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=72ACBEEC607D74D69D0158AAEB303BA773EF60D5,Medantrik®,"Noida, Ghaziabad"
Digital Content Creator,"Company Description Inkdabba is a creative growth studio focused on making brands impossible to ignore across digital and physical touchpoints. The team works across branding, digital marketing, content creation, print media, event management, and on-ground activations to help clients build strong visibility online and offline. Inkdabba believes that branding goes beyond logos and social media, aiming to create brands that are seen, remembered, and talked about in everyday spaces. From designin…",Not specified,https://www.adzuna.in/land/ad/5795947851?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=2FB6138270FE0652F1DF7C22AFC48B1CE79D742E,Inkdabba,"Chennai, Tamil Nadu"
Content Specialist,"Job Description – Content Specialist (Healthcare, Advertising & AI) SHRI KARTIKEYA PHARMA PVT.LTD, HYDERABAD Shri Kartikeya Pharma Pvt Ltd, are looking for a creative, research-oriented, and AI-savvy Content Specialist to join our Marketing team. The ideal candidate should have 3–6 years of experience in advertising, creative agencies, journalism, healthcare communications, or digital marketing, with the ability to translate scientific and technical information into compelling content for diver…",Not specified,https://www.adzuna.in/land/ad/5789116470?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=B4FC7E3340B37862A195F00DAB18D97A269F18DE,Ixoreal Biomed,"Hyderabad, Telangana"
Copywriter,"About us: A boutique digital marketing company based in Nariman point, Mumbai with an emphasis on Instagram content marketing with our niche in the D2C space for fashion, lifestyle, health and luxury segment. Are you someone who likes to experiment with creativity? If yes, then Every Last Detail co. is the place to be at. We work hard, we have fun & we love what we do! Job Description: We at ELD are in search of a Copywriter who is creative, detail-oriented, and highly responsible! The ideal ca…",Not specified,https://www.adzuna.in/land/ad/5779065566?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=2FE112B378EC225832FE341E110709363D9C26B0,Every Last Detail co.,"Mumbai, Maharashtra"
Social Media Manager,"WE'RE HIRING | SOCIAL MEDIA MANAGER Location: Bengaluru Work Mode: On-Site Working Hours: Monday – Friday: 10:00 AM – 7:00 PM Saturday: 10:00 AM – 2:30 PM Salary: 3 – 4LPA Immediate Joiners Preferred. About Phoenix Branding Phoenix Branding is a growing branding, marketing, and content production agency helping businesses build impactful brands through strategy, content, design, digital marketing, and creative campaigns. We are looking for a highly driven Social Media Manager & Content Strategi…",Not specified,https://www.adzuna.in/land/ad/5772714010?se=llW9L8998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=26CB3506BFD0A3C92DE08B0FBA18B9EDEFA958B2,Phoenix Branding,"Bangalore, Karnataka"
Financial Analyst,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst Description - Job Summary • This role is responsible for conducting moderately complex financial analysis tailored to specific functions or business units, offering crucial analytics to drive key decision making. The role ensures adherence to reporting standards, collaborates with department heads on bu…",Not specified,https://www.adzuna.in/land/ad/5785773146?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=10FBB6BAABB1FD9C24324CDE37D926BA503A9984,HP,"Bangalore, Karnataka"
Finance Analyst,"This job is with Morningstar, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Role : Finance Analyst Location : Vashi,Navi Mumbai Shift : General/UK Program Overview The Finance Management Trainee Program (MDP) is a structured initiative designed to develop future finance leaders. This two-year, rotational program is tailored for Chartered Accountants, providing early exposure to a variet…",Not specified,https://www.adzuna.in/land/ad/5785771733?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=AB864848A40FA07D8AAF6DCAF1D17265982D8F9E,Morningstar,"Mumbai, Maharashtra"
Financial Analyst,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Operations Finance Manager What we believe in At ABB, we are dedicated…",Not specified,https://www.adzuna.in/land/ad/5785772010?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=4FF1DE71C21D1E0C922E6563BBAD1DACD3C6BB83,ABB,"Bangalore, Karnataka"
Finance Analyst,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Accounting & Reporting Manager - General Accounting Your role and resp…",Not specified,https://www.adzuna.in/land/ad/5793571881?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=6476E303EE1DB0CE658B4609B4D539B644DEF22B,ABB,"Bangalore, Karnataka"
Financial Analyst 1,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst 1 Description - Job Summary • This role is responsible for supporting financial management by analyzing, reporting, and reconciling financial and operational results, identifying and researching variances to plans, and providing recommendations to key stakeholders. The role engages in budgeting and fore…",Not specified,https://www.adzuna.in/land/ad/5785771878?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=C66077A7ACB0E29910A88CD0853840FFA3F99C39,HP,"Bangalore, Karnataka"
Payroll Finance Analyst,"This job is with Entain, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Entain India is the engineering and delivery powerhouse for Entain, one of the world's leading global sports and gaming groups. Established in Hyderabad in 2001, we've grown from a small tech hub into a dynamic force, delivering the latest software solutions and support services that power billions of transactions fo…",Not specified,https://www.adzuna.in/land/ad/5791274683?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=D4761B6BA25DFEA0529DAA07278363B209B8E4A1,Entain,"Telangana, India"
Finance Analyst- Intercompany,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Deputy Delivery Manager Intercompany Your role and responsibilities In…",Not specified,https://www.adzuna.in/land/ad/5791274666?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=93F24FE4B8E08B50847FF7E4DE93F147033FCD8A,ABB,"Bangalore, Karnataka"
MDG finance Analyst,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Junior Team Lead MDG - Finance Your role and responsibilities (Mandato…",Not specified,https://www.adzuna.in/land/ad/5785773072?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=A2F6070824A5B8330EEF24AF1AB33B59DB1189C4,ABB,"Bangalore, Karnataka"
Finance Analyst- Intercompany,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Deputy Delivery Manager Intercompany Your role and responsibilities In…",Not specified,https://www.adzuna.in/land/ad/5791275638?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=55EC9897465735AC8142F69720F4BBF066CB0DF2,ABB,"Bangalore, Karnataka"
Financial Analyst-MAI,"This job is with Moody's, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At Moody's, we unite the brightest minds to turn today’s risks into tomorrow’s opportunities. We do this by striving to create an inclusive environment where everyone feels welcome to be who they are—with the freedom to exchange ideas, think innovatively, and listen to each other and customers in meaningful ways. Mo…",Not specified,https://www.adzuna.in/land/ad/5792883722?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=64D222CE67F502D94110D7618DA55F5EAFC50713,Moody's,India
Finance Analyst – Intercompany,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Accounting & Reporting Manager - AR Your role and responsibilities (Ma…",Not specified,https://www.adzuna.in/land/ad/5790410390?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=C6B07DA06D3FC22E8108598EB969320A0793D0EA,ABB,"Bangalore, Karnataka"
Financial Analyst-Record to Report,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst-Record to Report Description - Job Summary: We are seeking a highly skilled and detail-oriented Financial Planning and Data Analyst. The ideal candidate will bring deep expertise in financial operations and business finance, along with advanced proficiency in analytical tools to drive data-driven decisi…",Not specified,https://www.adzuna.in/land/ad/5785772951?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=7808326EA6557B6D406829B90D2F0019970F5FA7,HP,"Bangalore, Karnataka"
Financial Analyst- Record to Report,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst- Record to Report Description - Job Summary • This role is responsible for owning accounting processes, leading complex analyses for informed decision-making, and ensuring compliance with accounting policies. The role acts as the first point of contact for complex issues, driving improvements, and imple…",Not specified,https://www.adzuna.in/land/ad/5785772604?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=5D8DA8B9BF228C520E3352542DF3793D2032A000,HP,"Bangalore, Karnataka"
Financial Analyst-Record to Report,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst-Record to Report Description - Job Summary • This role is responsible for conducting moderately complex financial analysis tailored to specific functions or business units, offering crucial analytics to drive key decision making. The role ensures adherence to reporting standards, collaborates with depar…",Not specified,https://www.adzuna.in/land/ad/5785773105?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=4ED4A92798FD0D7C99BC1CFD36F5EF5B1450E056,HP,"Bangalore, Karnataka"
Financial Analyst-Controllership and Tax,"This job is with HP, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Financial Analyst-Controllership and Tax Description - Job Description Controllership Accounting and Statutory Reporting (CASR) is responsible for leading and delivery the close activities, local statutory audits, and tax compliance activities for worldwide entities. Tax Compliance COE (Tax COE) within the CASR COE is re…",Not specified,https://www.adzuna.in/land/ad/5785771194?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=AC93865D0277D5581D907B63E8CD9963B96BC198,HP,"Bangalore, Karnataka"
"Business Finance Analyst, Analyst","This job is with Deutsche Bank, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position Overview Location: Mumbai, India Corporate Title: Analyst Role Description The Business Finance function is responsible for the production of business level revenue attribution, financial accounting, and financial disclosures. It ensures, on a daily basis, the accurate and timely reporting of Profit a…",Not specified,https://www.adzuna.in/land/ad/5790410625?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=66303FB44684E7D560560E4C6B5AE443E45FC761,Deutsche Bank,"Mumbai, Maharashtra"
Project Finance Analyst - Qatar & Oman,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries outrun - leaner and cleaner. Here, progress is an expectation - for you, your team, and the world. As a global market leader, we’ll give you what you need to make it happen. It won’t always be easy, growing takes grit. But at ABB, you’ll never run alone. Run what runs the world. This Position …",Not specified,https://www.adzuna.in/land/ad/5785771313?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=BA49546A0F1AB3E36D64E06AC78DB7E23C6601C6,ABB,"Bangalore, Karnataka"
"Senior Financial Analyst, Functions-Bangalore","This job is with Danaher, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Bring more to life. Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology? At Cytiva, one of Danaher’s 15 operating companies, our work saves lives—and we’re all united by a shared commitment to innovate for tangible impact. You’ll thrive in a cultu…",Not specified,https://www.adzuna.in/land/ad/5785772813?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=E70AB44E73F447C145B2A4CD0094C16A80660E90,Danaher,"Bangalore, Karnataka"
IT&D SAP Senior Finance Analyst,"This job is with Reckitt, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. We are Reckitt Home to the world's best loved and trusted hygiene, health, and nutrition brands. Our purpose defines why we exist: to protect, heal and nurture in the relentless pursuit of a cleaner, healthier world. We are a global team united by this purpose. Join us in our fight to make access to the highest qual…",Not specified,https://www.adzuna.in/land/ad/5785772622?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=5AFCF1C8ECE957D2DA38DA4F5786C6156092C1F6,Reckitt,"Hyderabad, Telangana"
Finance Operation Analyst,"This job is with Cornerstone OnDemand, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Position: Finance Operations Analyst Cornerstone OnDemand is looking for Finance Operations Analyst. The position will be part of Global Shared Services team in Pune. Finance Operations Analyst will primarily be responsible for recording the accounting transactions for General Ledger, Capitalization of …",Not specified,https://www.adzuna.in/land/ad/5785773003?se=sNZIMc998RGNqvBiBxieKA&utm_medium=api&utm_source=d6220ea2&v=4A24A9BE494CAA5285C088E80AC25E87A39979CC,Cornerstone OnDemand,"Pune, Maharashtra"
Business Development Associate,"This job is with Allianz Commercial, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Purpose: This is a hunting role profile with potential client targets in Banks, NBFCs and Fintechs, Insurers and Insure techs, Telecom, Retail and Utilities and Digital Platforms. Your focus client segment will be financial services. It's an individual contributor role with the key task of New Business De…",Not specified,https://www.adzuna.in/land/ad/5785770850?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=64F0FF76DED12A2F717C5617ED1970B142346265,Allianz Commercial,"Gurgaon, Haryana"
Business Development Specialist,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Market Development Manager Your role and responsibilities In this role…",Not specified,https://www.adzuna.in/land/ad/5785771441?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=5C95C919B0EF494985A9CD410301B6E6F2FFD1E0,ABB,"Faridabad, Haryana"
Clinical Nutritionist & Business Development,"Company Description Poshan For Life is a dynamic force in the health and wellness industry that emphasizes a holistic approach to well-being. The company provides cutting-edge health and nutrition products and personalized wellness plans to support overall wellness. Quality and safety are top priorities, and the company is dedicated to empowering individuals through education and making a positive impact through strategic partnerships and initiatives. Role Description This is a full-time on-sit…",Not specified,https://www.adzuna.in/land/ad/5721568104?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=367D7E9FF80303FFA24BB2D33A16B39929E9C66E,Poshan For Life,"Mumbai, Maharashtra"
Senior Business Development Engineer,"Please share your CV at : jayanta.ghosh@talentcorner.in WhatsApp : 9234308465 Position : Business Development Manager Location : Navi Mumbai (NEED TO TRAVEL PAN INDIA) Experience : 6 years Qualification : Any Graduate/B.E/B.Tech / PGDM MBA Salary : 14.00 - 16.00 LPA Job description :- We seek a Business Development Manager with strong technical understanding and a passion for connecting engineering excellence to client needs. You should have a hunger to learn, grow, and be a Most Valuable Playe…",Not specified,https://www.adzuna.in/land/ad/5769279696?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=5D38B15BE315123429E9982F21CB26A5623270BB,Talent Corner HR Services Pvt Ltd,"Navi Mumbai, Maharashtra"
Assistant Manager Business Development,"Preferred Location: Mumbai, Delhi NCR and Bangalore . Salary: 30,000 - 50,000  Attractive incentives Responsibilities: Identify and target potential clients, markets, and sectors to expand the company's customer base. Build and maintain strong relationships with key stakeholders, including software vendors, partners, and industry influencers. Conduct thorough market research and analysis to identify emerging trends, customer needs, and competitive landscape. Develop and implement strategic busi…",Not specified,https://www.adzuna.in/land/ad/5790068838?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=6D04A6126522A1C32951830904086168A88D790D,AssetsAdm,"Mumbai, Maharashtra"
Engineer- Sales and Business Development,"Job Title Engineer – Sales & Business Development Location Pune (Handling Maharashtra & nearby regions as required) Company Cape Electric Pvt. Ltd. Job Summary Cape Electric Pvt. Ltd. is looking for a dynamic and technically sound Engineer – Sales & Business Development to promote and sell Lightning Protection Systems, Industrial LV Panels, and Surge Protection Devices. The role involves educating customers on technical concepts, generating leads from industrial and commercial segments, and dri…",Not specified,https://www.adzuna.in/land/ad/5769279552?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=D043CC41FC5E5E81E6B6377687D937E2F98B79F6,CAPE electric pvt ltd,India
Engineer- Sales and Business Development,"Job Title Engineer – Sales & Business Development Location Bengaluru (Handling Karnataka & nearby regions as required) Company Cape Electric Pvt. Ltd. Job Summary Cape Electric Pvt. Ltd. is looking for a dynamic and technically sound Engineer – Sales & Business Development to promote and sell Lightning Protection Systems, Industrial LV Panels, and Surge Protection Devices. The role involves educating customers on technical concepts, generating leads from industrial and commercial segments, and …",Not specified,https://www.adzuna.in/land/ad/5768016818?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=6F7A6C1595689A59188EA6DA4E1E19C291362D6F,CAPE electric pvt ltd,"Bangalore, Karnataka"
Engineer- Sales and Business Development,"Job Title Engineer – Sales & Business Development Location Ahmedabad (Handling Gujrat & nearby regions as required) Company Cape Electric Pvt. Ltd. Job Summary Cape Electric Pvt. Ltd. is looking for a dynamic and technically sound Engineer – Sales & Business Development to promote and sell Lightning Protection Systems, Industrial LV Panels, and Surge Protection Devices. The role involves educating customers on technical concepts, generating leads from industrial and commercial segments, and dri…",Not specified,https://www.adzuna.in/land/ad/5768014722?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=AFBEF538666B4B5C614D0B21B56D1A42B2EA5DDC,CAPE electric pvt ltd,"Ahmedabad, Gujarat"
Director of Operations And Business Development,"We're Hiring: Director of Operations And Business Development  Location: Bangalore  Company: CleanPro Services Pvt. Ltd.  Website: https://www.cleanpro.in/ At CleanPro Services, we deliver professional housekeeping and facility management solutions to corporations, institutions, and residential communities. With an industry-leading 87% customer retention rate, we've built our reputation on service excellence, reliability, and long-term client relationships. As we enter our next phase of growth…",Not specified,https://www.adzuna.in/land/ad/5768017466?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=929500A3AC43074794450B8C70ACD8A0630D5570,CleanPro Services Pvt. Ltd.,India
Senior Business Development Engineer,"The ideal candidate will lead initiatives to generate and engage with business partners to build new business for the company. This candidate will strategically plan their approach to clients and offer compelling solutions to cater for client's needs. They are responsible for maintaining and developing relationships in order to meet Sales. Responsibilities •To plan, implement, and execute strategies to grow sales and distribution of current and new products in existing and new markets to contri…",Not specified,https://www.adzuna.in/land/ad/5785410810?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=C675532140557B8F0A4DAC54EEFF6360AA942497,Grindwell Norton Ltd,"Hyderabad, Telangana"
Business Development - North Zone,"This job is with ABB, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. At ABB, we help industries run leaner and cleaner—and every person here makes that happen. You’ll be empowered to lead, supported to grow, and proud of the impact we create together. Join us and help run what runs the world. This Position reports to: Sales Manager What we believe in At ABB, we are dedicated to addressin…",Not specified,https://www.adzuna.in/land/ad/5795883397?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=AC07BF088DE40935DA20C9556739CDB79F92D04E,ABB,"Faridabad, Haryana"
Business Development Executive - interior design,"Business Development Executive – Interior Design Unico International Pvt Ltd | Bengaluru | On-site | Full-time Company Description Unico International Pvt Ltd is a growing company specializing in Software Solutions, Interior Design, and Financial Portfolio Management. We are looking for enthusiastic and target-driven Business Development Executives to join our Interior Design team. Role Description its a full time onsite job , As a Business Development Executive, you will be responsible for gen…",Not specified,https://www.adzuna.in/land/ad/5792487252?se=lJnrMs998RG2W77HaMXIjA&utm_medium=api&utm_source=d6220ea2&v=067F4245C816AE17BB85962C4166DBB184FB272B,Unico International Pvt Ltd,"Bangalore, Karnataka"
